
############# Neural ODE #############

Available devices: [cuda(id=0)]
Data shape: (1, 12, 10, 2)


=== Beginning Training ... ===

Compiling function "train_step" for Node ...


Compiling function "train_step" for Coeffs...

    Epoch:     0      LossNode: 2.01107144      LossCoeffs: 1.84733343
    Epoch:     1      LossNode: 1.77442789      LossCoeffs: 1.56620836
    Epoch:     2      LossNode: 1.41751873      LossCoeffs: 1.19444525
    Epoch:     3      LossNode: 1.04397869      LossCoeffs: 0.91998124
    Epoch:    50      LossNode: 0.33238494      LossCoeffs: 0.33150923
    Epoch:   100      LossNode: 0.32495955      LossCoeffs: 0.32643384
    Epoch:   150      LossNode: 0.32658592      LossCoeffs: 0.32583258
    Epoch:   200      LossNode: 0.32264888      LossCoeffs: 0.32511005
    Epoch:   250      LossNode: 0.32232758      LossCoeffs: 0.32071555
    Epoch:   300      LossNode: 0.32321906      LossCoeffs: 0.32222930
    Epoch:   350      LossNode: 0.32163507      LossCoeffs: 0.32222947
    Epoch:   400      LossNode: 0.32292473      LossCoeffs: 0.31931764
    Epoch:   450      LossNode: 0.31792441      LossCoeffs: 0.31910422
    Epoch:   500      LossNode: 0.31763077      LossCoeffs: 0.31689808
    Epoch:   550      LossNode: 0.31397787      LossCoeffs: 0.31408247
    Epoch:   600      LossNode: 0.31311816      LossCoeffs: 0.31179705
    Epoch:   650      LossNode: 0.30902958      LossCoeffs: 0.31127971
    Epoch:   700      LossNode: 0.30694610      LossCoeffs: 0.30714032
    Epoch:   750      LossNode: 0.30336472      LossCoeffs: 0.30177349
    Epoch:   800      LossNode: 0.30315241      LossCoeffs: 0.30568039
    Epoch:   850      LossNode: 0.30333850      LossCoeffs: 0.30172214
    Epoch:   900      LossNode: 0.30044338      LossCoeffs: 0.30210543
    Epoch:   950      LossNode: 0.30108473      LossCoeffs: 0.30123422
    Epoch:  1000      LossNode: 0.30194601      LossCoeffs: 0.29995084
    Epoch:  1050      LossNode: 0.30251428      LossCoeffs: 0.30152419
    Epoch:  1100      LossNode: 0.30236477      LossCoeffs: 0.29939201
    Epoch:  1150      LossNode: 0.29850593      LossCoeffs: 0.30125353
    Epoch:  1200      LossNode: 0.30144727      LossCoeffs: 0.30155504
    Epoch:  1250      LossNode: 0.30109882      LossCoeffs: 0.30064967
    Epoch:  1300      LossNode: 0.30141082      LossCoeffs: 0.30019149
    Epoch:  1350      LossNode: 0.30151153      LossCoeffs: 0.29600453
    Epoch:  1400      LossNode: 0.30086151      LossCoeffs: 0.29792550
    Epoch:  1450      LossNode: 0.30112639      LossCoeffs: 0.29976353
    Epoch:  1500      LossNode: 0.30062592      LossCoeffs: 0.30052733
    Epoch:  1550      LossNode: 0.29857543      LossCoeffs: 0.29977775
    Epoch:  1600      LossNode: 0.30041859      LossCoeffs: 0.29988995
    Epoch:  1650      LossNode: 0.29969454      LossCoeffs: 0.30013978
    Epoch:  1700      LossNode: 0.29927552      LossCoeffs: 0.30095935
    Epoch:  1750      LossNode: 0.30080250      LossCoeffs: 0.30062839
    Epoch:  1800      LossNode: 0.29804784      LossCoeffs: 0.30071670
    Epoch:  1850      LossNode: 0.29736423      LossCoeffs: 0.29898569
